,SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
1395,SAGCEM,EQ,1024.9,1024.9,981.7,991.0,997.0,1005.8,947,946126.0,08-MAY-2018,166,INE229C01013
1396,SAIL,EQ,75.5,77.1,74.0,76.25,76.0,75.0,9535826,723252424.0,08-MAY-2018,23716,INE114A01011
1397,SAKAR,SM,72.2,73.2,70.05,70.75,70.75,72.95,24000,1713600.0,08-MAY-2018,8,INE732S01012
1398,SAKHTISUG,EQ,15.9,15.9,15.3,15.5,15.3,15.75,26636,414526.7,08-MAY-2018,159,INE623A01011
1399,SAKSOFT,EQ,246.65,251.75,241.0,247.7,248.95,242.9,17422,4288962.25,08-MAY-2018,368,INE667G01015
1400,SAKUMA,EQ,202.05,203.8,198.05,201.4,200.15,200.5,15502,3125659.95,08-MAY-2018,321,INE190H01016
1401,SALASAR,EQ,374.35,379.15,374.35,376.05,376.5,375.75,18468,6952843.5,08-MAY-2018,168,INE170V01019
1402,SALONA,EQ,104.85,104.85,97.55,99.7,99.65,100.0,1033,104749.7,08-MAY-2018,28,INE498E01010
1403,SALORAINTL,EQ,42.9,42.9,39.2,40.0,40.0,39.9,1120,44765.15,08-MAY-2018,14,INE924A01013
1404,SALSTEEL,EQ,7.9,8.0,7.7,7.7,7.75,7.85,26794,209268.3,08-MAY-2018,74,INE658G01014
1405,SALZERELEC,EQ,202.9,202.95,197.5,198.5,198.0,200.8,22743,4517523.85,08-MAY-2018,292,INE457F01013
1406,SAMBHAAV,EQ,7.85,7.9,7.6,7.65,7.65,7.65,15672,121936.05,08-MAY-2018,47,INE699B01027
1407,SAMTEL,BZ,0.35,0.35,0.25,0.3,0.3,0.3,61534,19367.4,08-MAY-2018,36,INE381A01016
1408,SANCO,EQ,31.85,31.85,28.5,30.2,30.0,28.95,269417,8089129.25,08-MAY-2018,1378,INE782L01012
1409,SANDESH,EQ,1073.05,1084.6,1072.8,1078.85,1084.6,1080.1,418,450472.05,08-MAY-2018,61,INE583B01015
1410,SANDHAR,EQ,381.8,395.0,381.65,390.2,388.25,380.9,122876,47805010.05,08-MAY-2018,4222,INE278H01035
1411,SANGAMIND,EQ,136.35,137.4,132.4,134.5,133.05,135.95,13386,1797915.35,08-MAY-2018,386,INE495C01010
1412,SANGHIIND,EQ,109.4,109.4,107.0,107.25,107.1,108.3,53123,5720399.2,08-MAY-2018,1499,INE999B01013
1413,SANGHVIFOR,EQ,34.05,35.7,33.35,33.5,33.35,34.25,6644,225976.65,08-MAY-2018,122,INE263L01013
1414,SANGHVIMOV,EQ,205.6,205.6,198.2,201.9,201.5,204.1,23767,4802639.8,08-MAY-2018,462,INE989A01024
1415,SANOFI,EQ,4849.45,4990.0,4766.15,4877.0,4890.0,4827.95,58260,283311288.9,08-MAY-2018,9707,INE058A01010
1416,SANWARIA,EQ,17.95,17.95,16.6,16.6,16.65,17.45,7971255,133708573.25,08-MAY-2018,9286,INE890C01046
1417,SARDAEN,EQ,448.95,451.85,444.0,446.65,444.95,447.95,16704,7475218.5,08-MAY-2018,766,INE385C01013
1418,SAREGAMA,EQ,748.9,760.0,733.3,738.85,735.8,741.65,49967,37270972.85,08-MAY-2018,2311,INE979A01017
1419,SARLAPOLY,EQ,50.7,51.05,48.4,49.3,49.2,50.0,139855,6933222.75,08-MAY-2018,619,INE453D01025
1420,SARVESHWAR,SM,66.25,67.0,66.05,67.0,67.0,68.1,6400,426000.0,08-MAY-2018,4,INE324X01018
1421,SASKEN,EQ,930.0,942.7,900.25,905.85,902.45,926.05,33833,31278267.2,08-MAY-2018,2632,INE231F01020
1422,SASTASUNDR,EQ,117.95,117.95,108.15,108.35,108.15,110.25,3823,417986.5,08-MAY-2018,41,INE019J01013
1423,SATHAISPAT,EQ,17.2,17.2,16.0,16.4,16.1,16.45,38119,625011.1,08-MAY-2018,170,INE176C01016
1424,SATIN,EQ,399.5,404.0,399.5,401.65,402.0,399.85,31278,12574807.0,08-MAY-2018,1143,INE836B01017
1425,SBILIFE,EQ,708.9,708.9,692.25,702.45,702.65,703.6,256284,179939082.35,08-MAY-2018,19247,INE123W01016
1426,SBIN,EQ,248.0,252.6,244.6,250.05,250.3,246.5,23293920,5806000775.85,08-MAY-2018,138529,INE062A01020
1427,SBIN,N2,10699.0,11240.0,10520.0,10598.04,10582.2,10700.0,184,1969310.3,08-MAY-2018,31,INE062A08025
1428,SBIN,N5,10822.64,10822.64,10800.0,10808.43,10800.1,10818.69,1534,16586580.75,08-MAY-2018,112,INE062A08058
1429,SBIN,N6,10630.0,10630.0,10576.0,10603.22,10576.0,10579.74,64,677635.0,08-MAY-2018,12,INE062A08066
1430,SCAPDVR,EQ,3.55,3.85,3.55,3.65,3.55,3.7,699,2506.95,08-MAY-2018,8,INE224E01036
1431,SCHAEFFLER,EQ,5400.0,5400.05,5366.0,5398.1,5391.05,5399.8,4601,24843007.75,08-MAY-2018,251,INE513A01014
1432,SCHAND,EQ,390.5,401.0,390.5,394.05,393.0,392.9,9186,3642366.8,08-MAY-2018,434,INE807K01035
1433,SCHNEIDER,EQ,121.0,123.4,119.0,120.35,120.05,121.75,130887,15795628.9,08-MAY-2018,2197,INE839M01018
1434,SCI,EQ,69.35,71.2,68.2,68.5,68.2,69.0,695141,48195321.9,08-MAY-2018,5314,INE109A01011
1435,SDBL,EQ,305.0,322.8,303.15,308.75,308.0,302.4,919268,285408688.6,08-MAY-2018,13171,INE480C01012
1436,SEAMECLTD,EQ,218.0,220.0,212.8,215.35,215.9,218.0,6487,1399038.25,08-MAY-2018,129,INE497B01018
1437,SECURCRED,SM,120.0,148.5,120.0,148.5,148.5,123.75,36600,5051310.0,08-MAY-2018,52,INE195Y01010
1438,SELAN,EQ,252.0,255.0,245.0,248.35,249.0,246.9,128259,32180625.15,08-MAY-2018,2677,INE818A01017
1439,SELMCL,EQ,2.05,2.2,2.05,2.15,2.1,2.1,233466,495174.15,08-MAY-2018,74,INE105I01012
1440,SEPOWER,EQ,6.0,6.0,5.8,6.0,6.0,5.95,5625,33550.2,08-MAY-2018,20,INE735M01018
1441,SEQUENT,EQ,59.8,61.4,58.5,60.9,61.25,58.8,151258,9133225.95,08-MAY-2018,1638,INE807F01027
1442,SERVOTECH,SM,41.5,41.5,40.0,40.0,40.0,42.8,8000,326000.0,08-MAY-2018,2,INE782X01017
1443,SESHAPAPER,EQ,933.15,981.0,933.1,960.55,960.0,933.15,3410,3249127.05,08-MAY-2018,233,INE630A01016
1444,SETCO,EQ,58.75,60.2,57.7,58.2,58.0,58.05,403906,23741855.35,08-MAY-2018,1853,INE878E01021
1445,SETFGOLD,EQ,2837.0,2844.9,2827.2,2828.35,2827.25,2838.05,1179,3342681.8,08-MAY-2018,148,INF200K01099
1446,SETFNIF50,EQ,108.25,108.31,107.75,108.21,108.25,108.24,5487,593217.38,08-MAY-2018,51,INF200KA1FS1
1447,SETFNIFBK,EQ,261.15,261.75,261.0,261.74,261.75,259.72,571,149327.63,08-MAY-2018,23,INF200KA1580
1448,SETFNN50,EQ,303.4,303.49,302.0,302.25,302.25,302.5,147,44552.02,08-MAY-2018,12,INF200KA1598
1449,SEZAL,BZ,2.95,2.95,2.95,2.95,2.95,2.95,1,2.95,08-MAY-2018,1,INE955I01036
1450,SFL,EQ,1494.2,1500.0,1475.0,1481.2,1475.0,1494.75,301,445662.4,08-MAY-2018,53,INE916U01025
1451,SGBAUG24,GB,2811.0,2829.7,2803.8,2813.84,2815.0,2811.93,314,883416.48,08-MAY-2018,28,IN0020160027
1452,SGBFEB24,GB,2807.1,2807.1,2802.11,2802.11,2802.11,2804.1,70,196216.5,08-MAY-2018,7,IN0020150101
1453,SGBJAN26,GB,2755.04,2799.95,2755.04,2755.04,2755.04,2805.0,12,33284.93,08-MAY-2018,7,IN0020170166
1454,SGBJUL25,GB,2786.01,2795.0,2772.16,2790.0,2790.0,2786.01,569,1586714.75,08-MAY-2018,17,IN0020170034
1455,SGBMAR24,GB,2815.0,2815.0,2815.0,2815.0,2815.0,2804.1,2,5630.0,08-MAY-2018,1,IN0020150119
1456,SGBMAR25,GB,2780.0,2790.0,2770.25,2790.0,2790.0,2800.0,11,30585.99,08-MAY-2018,6,IN0020160126
1457,SGBMAY25,GB,2799.95,2800.0,2786.0,2786.0,2786.0,2786.5,53,148161.75,08-MAY-2018,14,IN0020170018
1458,SGBNOV23,GB,2830.0,2850.0,2806.15,2806.15,2806.15,2899.0,57,160399.75,08-MAY-2018,6,IN0020150085
1459,SGBNOV24,GB,2805.0,2805.0,2792.11,2795.0,2795.0,2802.0,66,184678.11,08-MAY-2018,13,IN0020160076
1460,SGBNOV258,GB,2765.01,2765.01,2765.0,2765.0,2765.0,2770.0,10,27650.05,08-MAY-2018,4,IN0020170109
1461,SGBNOV25IX,GB,2763.0,2763.0,2763.0,2763.0,2763.0,2763.0,10,27630.0,08-MAY-2018,3,IN0020170117
1462,SGBNOV25VI,GB,2950.0,2950.0,2765.0,2765.0,2765.0,2750.0,2,5715.0,08-MAY-2018,2,IN0020170083
1463,SGBOCT25,GB,2758.0,2758.0,2758.0,2758.0,2758.0,2751.0,15,41370.0,08-MAY-2018,2,IN0020170059
1464,SGBOCT25IV,GB,2900.0,2900.0,2900.0,2900.0,2900.0,2770.0,1,2900.0,08-MAY-2018,1,IN0020170067
1465,SGBSEP24,GB,2809.0,2830.0,2800.0,2810.0,2810.0,2809.49,286,802009.94,08-MAY-2018,17,IN0020160043
1466,SGFL,BE,1.25,1.25,1.25,1.25,1.25,1.3,1105,1381.25,08-MAY-2018,3,INE883G01018
1467,SGL,EQ,15.9,16.3,14.3,15.05,15.0,16.0,60818,915642.8,08-MAY-2018,199,INE353H01010
1468,SHAHALLOYS,EQ,38.6,40.2,37.0,38.55,38.7,38.5,19375,742070.85,08-MAY-2018,130,INE640C01011
1469,SHAKTIPUMP,EQ,699.8,724.75,691.25,703.45,703.5,698.15,226009,160249938.95,08-MAY-2018,6942,INE908D01010
1470,SHALBY,EQ,221.4,221.45,213.8,214.45,214.0,221.25,100717,21792383.5,08-MAY-2018,3322,INE597J01018
1471,SHALPAINTS,EQ,145.0,145.0,140.9,142.95,142.65,143.25,42268,6041758.2,08-MAY-2018,379,INE849C01026
1472,SHANKARA,EQ,1894.0,1909.0,1836.0,1849.2,1850.0,1888.7,69482,129366974.85,08-MAY-2018,5293,INE274V01019
1473,SHANTI,SM,35.75,36.45,35.75,36.4,36.4,34.0,21000,758250.0,08-MAY-2018,4,INE933X01016
1474,SHANTIGEAR,EQ,133.1,133.95,131.8,133.55,133.7,133.2,15666,2082300.55,08-MAY-2018,321,INE631A01022
1475,SHARDACROP,EQ,400.0,400.0,392.3,399.3,398.05,397.8,15055,5998315.2,08-MAY-2018,483,INE221J01015
1476,SHARDAMOTR,EQ,1951.55,1951.55,1871.1,1888.45,1885.0,1929.6,1961,3729752.75,08-MAY-2018,420,INE597I01010
1477,SHARIABEES,EQ,248.0,248.0,245.0,245.0,245.0,245.5,108,26766.0,08-MAY-2018,4,INF732E01128
1478,SHARONBIO,BZ,5.05,5.3,4.95,5.1,5.2,5.2,23453,118943.5,08-MAY-2018,55,INE028B01029
1479,SHEMAROO,EQ,462.2,481.2,462.2,466.95,464.0,460.9,8257,3898949.3,08-MAY-2018,626,INE363M01019
1480,SHILPAMED,EQ,463.65,467.15,458.3,464.2,466.0,463.35,7654,3555486.05,08-MAY-2018,641,INE790G01031
1481,SHILPI,BE,8.55,8.6,8.0,8.05,8.1,8.25,67924,551087.35,08-MAY-2018,214,INE510K01019
1482,SHIRPUR-G,EQ,131.0,132.0,129.15,130.5,130.0,129.5,2831,370631.65,08-MAY-2018,69,INE196B01016
1483,SHIVAMAUTO,EQ,75.6,76.35,74.25,74.45,74.3,75.4,57110,4288216.15,08-MAY-2018,606,INE637H01024
1484,SHIVAMILLS,EQ,47.25,48.45,46.0,46.85,47.8,48.25,2675,126737.3,08-MAY-2018,42,INE644Y01017
1485,SHIVATEX,EQ,498.05,501.05,491.0,492.65,491.2,503.5,638,317220.45,08-MAY-2018,31,INE705C01020
1486,SHK,EQ,246.6,247.95,243.55,247.45,247.0,245.8,29490,7265210.1,08-MAY-2018,1182,INE500L01026
1487,SHOPERSTOP,EQ,569.0,571.95,562.0,569.6,568.55,566.0,17668,10036009.15,08-MAY-2018,802,INE498B01024
1488,SHREECEM,EQ,16510.1,17040.0,16455.25,16527.6,16501.0,16555.85,17129,285761232.8,08-MAY-2018,4929,INE070A01015
1489,SHREEPUSHK,EQ,207.5,212.85,205.4,206.35,205.4,206.9,66573,13904804.4,08-MAY-2018,1240,INE712K01011
1490,SHREERAMA,EQ,15.6,16.05,15.1,15.4,15.25,15.3,131453,2050461.0,08-MAY-2018,291,INE879A01019
1491,SHRENIK,SM,838.0,838.0,806.0,813.2,814.7,817.85,43500,35444425.0,08-MAY-2018,85,INE632X01014
1492,SHREYANIND,EQ,165.5,168.5,155.65,164.9,166.7,162.8,35079,5707190.55,08-MAY-2018,503,INE231C01019
1493,SHREYAS,EQ,565.25,575.05,565.2,571.45,572.0,570.0,2293,1306705.3,08-MAY-2018,80,INE757B01015
1494,SHRIPISTON,BE,1660.0,1660.0,1597.0,1625.05,1625.0,1661.55,331,535033.5,08-MAY-2018,44,INE526E01018
1495,SHRIRAMCIT,EQ,2395.0,2400.0,2355.0,2382.5,2380.0,2394.95,14311,34011352.6,08-MAY-2018,2672,INE722A01011
1496,SHRIRAMCIT,NG,1610.41,1612.0,1610.05,1610.44,1612.0,1610.42,265,426762.05,08-MAY-2018,13,INE722A07505
1497,SHRIRAMEPC,EQ,25.05,25.3,24.85,25.15,24.9,25.1,35391,887610.35,08-MAY-2018,213,INE964H01014
1498,SHYAMCENT,BE,11.3,11.45,11.2,11.35,11.25,11.3,10145,115314.25,08-MAY-2018,32,INE979R01011
1499,SHYAMTEL,EQ,12.0,13.1,12.0,13.1,13.1,12.5,3415,44462.75,08-MAY-2018,14,INE635A01023
1500,SICAGEN,EQ,39.9,40.0,37.3,38.8,38.5,39.4,52871,2045907.25,08-MAY-2018,259,INE176J01011
1501,SICAL,EQ,211.9,212.65,210.3,210.8,210.3,211.1,8382,1770556.8,08-MAY-2018,102,INE075B01012
1502,SIEMENS,EQ,1045.0,1055.45,1036.35,1041.1,1041.2,1039.95,242662,253482916.4,08-MAY-2018,10239,INE003A01024
1503,SIGNET,EQ,7.15,7.2,6.95,6.95,7.0,7.05,112467,791557.4,08-MAY-2018,153,INE529F01027
1504,SIIL,SM,58.2,62.15,58.2,62.15,62.15,60.2,18000,1056300.0,08-MAY-2018,4,INE971P01012
1505,SIKKO,SM,37.5,39.5,37.5,39.5,39.5,39.5,16000,622600.0,08-MAY-2018,4,INE112X01017
1506,SIL,BE,19.7,19.95,19.7,19.75,19.7,20.0,2477,48922.3,08-MAY-2018,12,INE173A01025
1507,SILINV,EQ,398.95,434.35,398.95,433.9,434.35,394.9,136327,58359521.95,08-MAY-2018,2043,INE923A01015
1508,SILLYMONKS,SM,113.95,115.0,113.95,115.0,115.0,110.0,4800,549180.0,08-MAY-2018,4,INE203Y01012
1509,SILVERTUC,SM,124.0,124.0,123.0,123.0,123.05,124.5,11000,1354200.0,08-MAY-2018,6,INE625X01018
1510,SIMBHALS,EQ,13.1,14.6,12.5,13.2,13.0,12.65,14343,185255.0,08-MAY-2018,87,INE748T01016
1511,SIMPLEX,EQ,26.0,26.5,25.85,26.25,26.25,25.85,1243,32313.9,08-MAY-2018,19,INE898F01018
1512,SIMPLEXINF,EQ,604.55,607.95,591.05,595.25,591.05,603.5,7575,4531511.75,08-MAY-2018,517,INE059B01024
1513,SINTERCOM,SM,86.45,86.9,86.0,86.55,86.25,86.5,22000,1900200.0,08-MAY-2018,11,INE129Z01016
1514,SINTEX,EQ,17.05,17.5,16.8,16.85,16.85,17.05,3286250,56254942.9,08-MAY-2018,5261,INE429C01035
1515,SIS,EQ,1334.0,1340.0,1302.0,1330.95,1324.6,1323.45,10894,14441114.45,08-MAY-2018,1544,INE285J01010
1516,SITASHREE,BE,2.6,2.6,2.5,2.5,2.5,2.6,4875,12238.7,08-MAY-2018,30,INE686I01011
1517,SITINET,EQ,16.0,16.8,15.65,16.55,16.8,15.9,89604,1465351.8,08-MAY-2018,471,INE965H01011
1518,SIYSIL,EQ,652.3,663.95,650.0,655.0,655.0,652.4,4781,3129334.95,08-MAY-2018,214,INE076B01028
1519,SJVN,EQ,32.9,33.1,32.55,32.65,32.65,32.6,286183,9371870.65,08-MAY-2018,1520,INE002L01015
1520,SKFINDIA,EQ,1843.5,1890.0,1837.05,1856.35,1860.0,1842.75,4326,8049416.3,08-MAY-2018,608,INE640A01023
1521,SKIL,EQ,23.0,23.0,21.75,23.0,23.0,21.95,86848,1983687.1,08-MAY-2018,190,INE429F01012
1522,SKIPPER,EQ,200.55,203.3,195.25,197.2,195.55,200.55,39213,7836541.85,08-MAY-2018,1031,INE439E01022
1523,SKMEGGPROD,EQ,117.1,120.7,112.3,113.8,113.85,114.15,590895,69016682.1,08-MAY-2018,6404,INE411D01015
1524,SMARTLINK,EQ,114.0,115.6,113.2,114.3,114.7,112.35,547756,62748787.6,08-MAY-2018,5748,INE178C01020
1525,SMLISUZU,EQ,796.0,810.9,786.75,788.05,790.0,793.95,21582,17178512.35,08-MAY-2018,1085,INE294B01019
1526,SMPL,EQ,0.95,0.95,0.85,0.95,0.95,0.9,131693,120468.05,08-MAY-2018,68,INE215G01021
1527,SMSLIFE,EQ,419.5,419.5,419.1,419.25,419.25,419.1,113,47380.75,08-MAY-2018,10,INE320X01016
1528,SMSPHARMA,EQ,72.8,74.5,71.95,72.5,72.85,72.7,23477,1714164.1,08-MAY-2018,171,INE812G01025
1529,SMVD,SM,28.0,28.0,28.0,28.0,28.0,29.75,4000,112000.0,08-MAY-2018,2,INE702Y01013
1530,SNOWMAN,EQ,51.25,52.35,50.8,51.35,51.5,51.0,448960,23157195.8,08-MAY-2018,2882,INE734N01019
1531,SOBHA,EQ,531.8,535.05,527.1,532.85,531.9,532.55,128337,68391586.3,08-MAY-2018,5788,INE671H01015
1532,SOLARINDS,EQ,1049.4,1070.0,1040.0,1058.65,1058.0,1047.3,7645,8120789.6,08-MAY-2018,344,INE343H01029
1533,SOLEX,SM,49.1,52.4,44.0,51.8,52.0,45.5,156000,7801400.0,08-MAY-2018,78,INE880Y01017
1534,SOMANYCERA,EQ,561.65,568.45,553.05,557.7,558.0,560.9,6762,3776415.25,08-MAY-2018,459,INE355A01028
1535,SOMATEX,BE,12.75,13.25,12.75,13.2,13.2,12.75,1611,21030.2,08-MAY-2018,10,INE314C01013
1536,SOMICONVEY,EQ,45.9,47.0,45.9,46.0,46.0,45.9,328,15247.8,08-MAY-2018,8,INE323J01019
1537,SONATSOFTW,EQ,341.3,364.2,339.0,358.6,359.0,338.4,523269,186379229.6,08-MAY-2018,11653,INE269A01021
1538,SONISOYA,SM,25.1,25.1,25.05,25.05,25.05,25.05,12000,300900.0,08-MAY-2018,2,INE301Z01011
1539,SORILHOLD,BE,510.0,532.1,508.0,532.1,532.1,506.8,154151,81597329.35,08-MAY-2018,1563,INE126M01010
1540,SORILINFRA,BE,339.4,348.35,330.05,332.85,335.0,336.7,154312,52468312.65,08-MAY-2018,1488,INE034H01016
1541,SOTL,EQ,1396.65,1405.0,1380.0,1383.8,1382.05,1396.65,652,907396.4,08-MAY-2018,58,INE035D01012
1542,SOUTHBANK,EQ,26.25,27.1,25.95,26.95,27.0,26.1,15127378,401634318.1,08-MAY-2018,17555,INE683A01023
1543,SOUTHWEST,SM,82.9,83.0,82.9,83.0,83.0,81.7,3200,265440.0,08-MAY-2018,2,INE980Y01015
1544,SPAL,EQ,345.5,357.7,342.3,354.85,354.4,345.5,17417,6104590.55,08-MAY-2018,497,INE212I01016
1545,SPARC,EQ,415.2,418.0,406.1,409.5,408.0,414.3,154971,64084770.9,08-MAY-2018,3639,INE232I01014
1546,SPECIALITY,EQ,133.15,141.85,132.5,139.4,139.1,132.5,156110,21599694.0,08-MAY-2018,1434,INE247M01014
1547,SPENTEX,EQ,3.7,3.7,3.55,3.55,3.6,3.7,27740,98903.75,08-MAY-2018,40,INE376C01020
1548,SPIC,EQ,34.2,34.4,33.7,33.8,33.75,34.15,152074,5186202.6,08-MAY-2018,874,INE147A01011
1549,SPICEMOBI,EQ,14.55,14.65,13.3,14.2,14.2,14.6,15292,216425.1,08-MAY-2018,72,INE927C01020
1550,SPLIL,EQ,24.25,26.15,23.55,25.7,25.85,25.25,3736,92487.55,08-MAY-2018,74,INE978G01016
1551,SPMLINFRA,EQ,112.8,116.75,107.0,109.0,110.2,115.65,440875,49640377.7,08-MAY-2018,4052,INE937A01023
1552,SPTL,EQ,51.5,53.5,51.4,52.35,52.15,51.35,3049594,160619104.15,08-MAY-2018,21271,INE501W01021
1553,SPYL,BE,0.35,0.4,0.35,0.4,0.35,0.35,75491,27171.1,08-MAY-2018,20,INE268L01020
1554,SQSBFSI,EQ,565.9,568.85,550.0,552.8,553.0,559.1,33600,18670497.4,08-MAY-2018,1201,INE201K01015
1555,SREEL,EQ,256.0,263.0,255.0,255.95,255.0,258.75,12168,3155535.75,08-MAY-2018,408,INE099F01013
1556,SREIBNPNCD,NL,1012.0,1012.0,1009.95,1009.96,1009.95,1011.0,230,232678.5,08-MAY-2018,8,INE881J07EN8
1557,SREIBNPNCD,NO,1008.9,1009.0,1008.9,1009.0,1009.0,1005.0,60,60538.0,08-MAY-2018,2,INE881J08573
1558,SREIBNPNCD,NP,975.0,975.0,975.0,975.0,975.0,975.0,948,924300.0,08-MAY-2018,20,INE881J08581
1559,SREIBNPNCD,NQ,992.0,1030.0,992.0,1030.0,1030.0,1057.13,18,18198.0,08-MAY-2018,2,INE881J08599
1560,SREIBNPNCD,NR,1009.0,1009.0,1009.0,1009.0,1009.0,1009.89,30,30270.0,08-MAY-2018,2,INE881J08607
1561,SREIBNPNCD,NU,1003.01,1003.01,1003.0,1003.0,1003.0,1005.55,200,200601.8,08-MAY-2018,2,INE881J08631
1562,SREIBNPNCD,NV,982.0,1000.98,982.0,1000.98,1000.98,981.01,21,20640.98,08-MAY-2018,2,INE881J08649
1563,SREINFRA,EQ,81.65,82.75,81.0,81.65,81.25,82.0,929618,76046031.9,08-MAY-2018,6184,INE872A01014
1564,SREINFRA,NJ,990.01,990.01,990.0,990.0,990.0,1000.0,52,51480.1,08-MAY-2018,4,INE872A07SQ9
1565,SREINFRA,NT,1065.0,1065.0,1065.0,1065.0,0.0,1065.0,5,5325.0,08-MAY-2018,1,INE872A07SY3
1566,SREINFRA,NX,1002.0,1002.0,1002.0,1002.0,1002.0,1002.0,50,50100.0,08-MAY-2018,1,INE872A07TW5
1567,SREINFRA,Y1,1005.01,1005.01,1005.01,1005.01,1005.01,1019.0,100,100501.0,08-MAY-2018,2,INE872A07UB7
1568,SREINFRA,YJ,1000.0,1000.0,999.0,999.0,999.0,1000.04,2,1999.0,08-MAY-2018,2,INE872A07UQ5
1569,SRF,EQ,2316.95,2413.5,2302.1,2402.0,2400.95,2315.35,223724,533129135.25,08-MAY-2018,10145,INE647A01010
1570,SRHHYPOLTD,EQ,156.2,157.0,144.25,146.15,146.0,150.15,6142,899359.5,08-MAY-2018,178,INE917H01012
1571,SRIPIPES,EQ,331.55,334.35,324.0,327.25,327.3,332.0,68385,22549480.75,08-MAY-2018,1285,INE943C01027
1572,SRSLTD,EQ,0.55,0.55,0.55,0.55,0.55,0.5,352756,194015.8,08-MAY-2018,58,INE219H01039
1573,SRTRANSFIN,EQ,1566.0,1572.05,1538.0,1544.35,1546.95,1570.05,585470,906098090.5,08-MAY-2018,56323,INE721A01013
1574,SRTRANSFIN,NW,507.99,508.0,507.99,508.0,508.0,508.67,586,297686.0,08-MAY-2018,7,INE721A07FV5
1575,SRTRANSFIN,NZ,829.0,829.0,829.0,829.0,829.0,828.0,100,82900.0,08-MAY-2018,2,INE721A07FY9
1576,SRTRANSFIN,Y2,1015.0,1015.0,1015.0,1015.0,1015.0,1007.07,50,50750.0,08-MAY-2018,2,INE721A07GS9
1577,SRTRANSFIN,YA,1024.0,1024.47,1024.0,1024.44,1024.47,1012.0,230,235577.6,08-MAY-2018,3,INE721A07HK4
1578,SRTRANSFIN,YG,1610.0,1610.0,1610.0,1610.0,1610.0,1600.25,5,8050.0,08-MAY-2018,1,INE721A07HO6
1579,SSINFRA,SM,42.6,42.6,42.3,42.3,42.3,43.1,12000,509250.0,08-MAY-2018,4,INE182Z01015
1580,SSWL,EQ,1325.0,1335.95,1317.0,1327.15,1327.0,1323.75,1908,2531674.4,08-MAY-2018,285,INE802C01017
1581,STAMPEDE,EQ,5.8,6.3,5.8,6.0,5.9,6.0,478352,2891226.55,08-MAY-2018,331,INE224E01028
1582,STAN,DR,62.6,66.6,62.5,62.6,62.85,62.55,4053,254365.95,08-MAY-2018,32,INE028L21018
1583,STAR,EQ,555.0,561.7,547.05,552.0,549.95,554.6,485005,267984271.6,08-MAY-2018,9321,INE939A01011
1584,STARCEMENT,EQ,131.15,132.0,126.6,127.35,127.7,131.1,34713,4482574.05,08-MAY-2018,650,INE460H01021
1585,STARPAPER,EQ,221.1,222.0,217.05,218.0,218.0,219.75,33169,7298770.45,08-MAY-2018,912,INE733A01018
1586,STCINDIA,EQ,155.55,164.4,153.0,159.25,159.0,155.2,285180,45739981.95,08-MAY-2018,5669,INE655A01013
1587,STEELCITY,SM,78.5,78.5,78.5,78.5,78.5,79.0,2000,157000.0,08-MAY-2018,1,INE395H01011
1588,STEELXIND,EQ,27.55,28.5,27.1,28.1,28.25,28.45,246509,6860342.95,08-MAY-2018,1968,INE503B01013
1589,STEL,EQ,117.25,117.25,113.8,114.0,113.8,117.15,10565,1222259.0,08-MAY-2018,111,INE577L01016
1590,STERTOOLS,EQ,401.05,403.45,400.0,400.15,400.0,400.05,6516,2608879.15,08-MAY-2018,218,INE334A01023
1591,STINDIA,EQ,14.9,14.9,13.6,13.65,14.4,14.7,1502,20556.35,08-MAY-2018,9,INE090C01019
1592,STRTECH,EQ,340.5,341.95,333.95,335.3,336.5,339.85,698208,235904771.35,08-MAY-2018,13211,INE089C01029
1593,SUBEX,EQ,7.35,7.35,7.1,7.15,7.15,7.25,1260547,9069198.9,08-MAY-2018,1196,INE754A01014
1594,SUBROS,EQ,323.45,323.45,313.55,315.4,315.5,322.15,19333,6139304.15,08-MAY-2018,1008,INE287B01021
1595,SUDARSCHEM,EQ,580.0,584.0,568.55,575.3,575.0,576.65,52848,30467420.65,08-MAY-2018,3180,INE659A01023
1596,SUJANAUNI,EQ,0.6,0.65,0.55,0.65,0.65,0.6,89951,54185.55,08-MAY-2018,39,INE216G01011
1597,SUMEETINDS,EQ,15.65,15.8,15.3,15.5,15.55,15.45,418246,6478653.6,08-MAY-2018,991,INE235C01010
1598,SUMMITSEC,EQ,872.05,890.0,872.05,883.0,888.0,888.1,294,260207.45,08-MAY-2018,56,INE519C01017
1599,SUNCLAYLTD,EQ,4901.3,4974.0,4872.05,4912.65,4883.0,4902.75,2614,12838742.0,08-MAY-2018,325,INE105A01035
1600,SUNDARAM,EQ,2.8,3.15,2.25,2.3,2.25,2.8,23607293,62702434.75,08-MAY-2018,5330,INE108E01023
1601,SUNDARMFIN,EQ,1789.0,1790.0,1765.05,1786.0,1787.8,1762.1,6398,11405593.45,08-MAY-2018,666,INE660A01013
1602,SUNDARMHLD,BE,150.0,151.0,148.0,149.55,149.0,149.65,89211,13377986.7,08-MAY-2018,1759,INE202Z01029
